yourlist:M20201204A94466D2655679D1FD8953E075198DA81C43253	Entry
HLA-DQB1	A0A109NRC9
HLA-DQB1	A0A109NRD6
HLA-DQB1	A0A109NRG3
HLA-DQB1	A0A109NRG5
HLA-DQB1	A0A109NRG7
HLA-DQB1	A0A109NRG8
HLA-DQB1	A0A109NRH1
HLA-DQB1	A0A109V454
HLA-DQB1	A0A109V490
HLA-DQB1	A0A109VDV5
HLA-DQB1	A0A109VDX2
HLA-DQB1	A0A109VDZ8
HLA-DQB1	A0A109VE16
HLA-DQB1	A0A109W0Q2
HLA-DQB1	A0A109W0R7
HLA-DQB1	A0A110BHD0
HLA-DQB1	A0A120GVU9
HLA-DQB1	A0A120GWC2
HLA-DQB1	A0A120GWC4
HLA-DQB1	A0A120GWC6
HLA-DQB1	A0A120GWE0
HLA-DQB1	A0A120N620
HLA-DQB1	A0A125R6G7
HLA-DQB1	A0A128E0G0
HLA-DQB1	A0A140DJI7
HLA-DQB1	A0A140FAI0
HLA-DQB1	A0A140FAI2
HLA-DQB1	A0A140T8Z1
HLA-DQB1	A0A140T8Z5
HLA-DQB1	A0A140T911
HLA-DQB1	A0A140T981
HLA-DQB1	A0A140T9H9
HLA-DQB1	A0A140T9L5
HLA-DQB1	A0A140T9R6
HLA-DQB1	A0A140T9S8
HLA-DQB1	A0A140T9T0
HLA-DQB1	A0A140T9V6
HLA-DQB1	A0A140T9Y4
HLA-DQB1	A0A140T9Z9
HLA-DQB1	A0A140TA15
HLA-DQB1	A0A141AZF8
HLA-DQB1	A0A141AZF9
HLA-DQB1	A0A141AZG0
HLA-DQB1	A0A141AZG1
HLA-DQB1	A0A141AZG2
HLA-DQB1	A0A141AZG3
HLA-DQB1	A0A141AZG4
HLA-DQB1	A0A141AZG5
HLA-DQB1	A0A141AZG6
HLA-DQB1	A0A141AZG7
HLA-DQB1	A0A141AZG8
HLA-DQB1	A0A141AZG9
HLA-DQB1	A0A141AZH0
HLA-DQB1	A0A141AZH1
HLA-DQB1	A0A141AZH2
HLA-DQB1	A0A141AZH3
HLA-DQB1	A0A141AZH4
HLA-DQB1	A0A141AZH5
HLA-DQB1	A0A142J240
HLA-DQB1	A0A142J2I2
HLA-DQB1	A0A142J2I3
HLA-DQB1	A0A142J2X2
HLA-DQB1	A0A142J2X3
HLA-DQB1	A0A142J2Y0
HLA-DQB1	A0A142L066
HLA-DQB1	A0A142L067
HLA-DQB1	A0A146BIC6
HLA-DQB1	A0A146BID5
HLA-DQB1	A0A146BIE8
HLA-DQB1	A0A168GUL9
HLA-DQB1	A0A173ADH8
HLA-DQB1	A0A173ADI0
HLA-DQB1	A0A173ADI4
HLA-DQB1	A0A173ADI5
HLA-DQB1	A0A173ADI6
HLA-DQB1	A0A173ADI9
HLA-DQB1	A0A173ADJ1
HLA-DQB1	A0A173ADJ2
HLA-DQB1	A0A173ADJ5
HLA-DQB1	A0A173ADJ7
HLA-DQB1	A0A173ADK0
HLA-DQB1	A0A173ADK8
HLA-DQB1	A0A173ADP7
HLA-DQB1	A0A173ADQ5
HLA-DQB1	A0A173ADQ7
HLA-DQB1	A0A173ADR8
HLA-DQB1	A0A180H5L9
HLA-DQB1	A0A180H5N5
HLA-DQB1	A0A180H5U3
HLA-DQB1	A0A180H6A8
HLA-DQB1	A0A180H6L0
HLA-DQB1	A0A180H701
HLA-DQB1	A0A180H7D1
HLA-DQB1	A0A182AT06
HLA-DQB1	A0A182AT43
HLA-DQB1	A0A182ATM8
HLA-DQB1	A0A182ATN5
HLA-DQB1	A0A182ATW6
HLA-DQB1	A0A182ATY6
HLA-DQB1	A0A182ATZ1
HLA-DQB1	A0A182AU48
HLA-DQB1	A0A182AU51
HLA-DQB1	A0A182AU54
HLA-DQB1	A0A182AUA6
HLA-DQB1	A0A182AUA9
HLA-DQB1	A0A182AUB0
HLA-DQB1	A0A186VNC7
HLA-DQB1	A0A186VNC9
HLA-DQB1	A0A186VND1
HLA-DQB1	A0A186VND2
HLA-DQB1	A0A186VND5
HLA-DQB1	A0A186VND6
HLA-DQB1	A0A186VND7
HLA-DQB1	A0A186VND8
HLA-DQB1	A0A186VNE1
HLA-DQB1	A0A186VNE2
HLA-DQB1	A0A186VNE3
HLA-DQB1	A0A186VNE4
HLA-DQB1	A0A186VNE7
HLA-DQB1	A0A186VNE8
HLA-DQB1	A0A186VNE9
HLA-DQB1	A0A186VNF0
HLA-DQB1	A0A186VNF5
HLA-DQB1	A0A186VNG0
HLA-DQB1	A0A186VNK2
HLA-DQB1	A0A186VNK7
HLA-DQB1	A0A186VNL1
HLA-DQB1	A0A186VNL6
HLA-DQB1	A0A186VNM0
HLA-DQB1	A0A186VP21
HLA-DQB1	A0A186VP22
HLA-DQB1	A0A186VP23
HLA-DQB1	A0A186VP25
HLA-DQB1	A0A186VP26
HLA-DQB1	A0A186VP28
HLA-DQB1	A0A192ZHG0
HLA-DQB1	A0A1B1JIB9
HLA-DQB1	A0A1B1VTC2
HLA-DQB1	A0A1C3MVZ7
HLA-DQB1	A0A1C8DSY2
HLA-DQB1	A0A1C8DSY4
HLA-DQB1	A0A1C8DSY9
HLA-DQB1	A0A1C8DSZ2
HLA-DQB1	A0A1C8DSZ8
HLA-DQB1	A0A1C8DSZ9
HLA-DQB1	A0A1C8DT07
HLA-DQB1	A0A1C8DT08
HLA-DQB1	A0A1C8DT19
HLA-DQB1	A0A1C8DT21
HLA-DQB1	A0A1C8DTH3
HLA-DQB1	A0A1C8DTI0
HLA-DQB1	A0A1C8DTI8
HLA-DQB1	A0A1C8DTJ6
HLA-DQB1	A0A1C8DTK3
HLA-DQB1	A0A1C8DU16
HLA-DQB1	A0A1C8DU26
HLA-DQB1	A0A1C8DU36
HLA-DQB1	A0A1C8DU43
HLA-DQB1	A0A1C8DUZ3
HLA-DQB1	A0A1C8DV02
HLA-DQB1	A0A1C8DV10
HLA-DQB1	A0A1C8DV17
HLA-DQB1	A0A1C8DV52
HLA-DQB1	A0A1C8DV62
HLA-DQB1	A0A1C8DV70
HLA-DQB1	A0A1C8DV78
HLA-DQB1	A0A1C8DV88
HLA-DQB1	A0A1C8DVU0
HLA-DQB1	A0A1C8DVU8
HLA-DQB1	A0A1C8DVV7
HLA-DQB1	A0A1C8DVW4
HLA-DQB1	A0A1C8DW06
HLA-DQB1	A0A1C8DW17
HLA-DQB1	A0A1C8DW25
HLA-DQB1	A0A1C8DW32
HLA-DQB1	A0A1C8DW41
HLA-DQB1	A0A1C8DWC8
HLA-DQB1	A0A1C8DWD5
HLA-DQB1	A0A1C8DWE5
HLA-DQB1	A0A1C8DWF5
HLA-DQB1	A0A1C8DX63
HLA-DQB1	A0A1C8DX72
HLA-DQB1	A0A1C8DX75
HLA-DQB1	A0A1C8DX85
HLA-DQB1	A0A1C8DX95
HLA-DQB1	A0A1C9UPQ4
HLA-DQB1	A0A1D8MAI3
HLA-DQB1	A0A1D8MAJ2
HLA-DQB1	A0A1D8MAK0
HLA-DQB1	A0A1D8MAK5
HLA-DQB1	A0A1D8MAL5
HLA-DQB1	A0A1G4P1F6
HLA-DQB1	A0A1G4P1G8
HLA-DQB1	A0A1L2BMF4
HLA-DQB1	A0A1L2BMF6
HLA-DQB1	A0A1L2BMF8
HLA-DQB1	A0A1L2BMG0
HLA-DQB1	A0A1L2BMG2
HLA-DQB1	A0A1L2BMG3
HLA-DQB1	A0A1L2BMG4
HLA-DQB1	A0A1L2BMG5
HLA-DQB1	A0A1L2BMG6
HLA-DQB1	A0A1L2BMG7
HLA-DQB1	A0A1L2BMG8
HLA-DQB1	A0A1L2BMH0
HLA-DQB1	A0A1L2BMH1
HLA-DQB1	A0A1L2BMH3
HLA-DQB1	A0A1L2BMH4
HLA-DQB1	A0A1L2BMH5
HLA-DQB1	A0A1L2BMH6
HLA-DQB1	A0A1L2BMH7
HLA-DQB1	A0A1L2BMH8
HLA-DQB1	A0A1L2BMH9
HLA-DQB1	A0A1L2BMI0
HLA-DQB1	A0A1L2BMI1
HLA-DQB1	A0A1L2BMI2
HLA-DQB1	A0A1L2BMI3
HLA-DQB1	A0A1L2BMI5
HLA-DQB1	A0A1L2BMI6
HLA-DQB1	A0A1L2BMI7
HLA-DQB1	A0A1L2BMJ1
HLA-DQB1	A0A1L2BMJ6
HLA-DQB1	A0A1L2BMK0
HLA-DQB1	A0A1L5LC40
HLA-DQB1	A0A1M4NEP1
HLA-DQB1	A0A1M4NFH5
HLA-DQB1	A0A1P8ST27
HLA-DQB1	A0A1Q1PR93
HLA-DQB1	A0A1S5QR90
HLA-DQB1	A0A1S5QR91
HLA-DQB1	A0A1S5QR92
HLA-DQB1	A0A1S5QR94
HLA-DQB1	A0A1S5QR96
HLA-DQB1	A0A1S5QR98
HLA-DQB1	A0A1S5QRA0
HLA-DQB1	A0A1S5QRA1
HLA-DQB1	A0A1S5QRA2
HLA-DQB1	A0A1S5QRA3
HLA-DQB1	A0A1S5QRA4
HLA-DQB1	A0A1S5QRA5
HLA-DQB1	A0A1S5QRA6
HLA-DQB1	A0A1S5QRA7
HLA-DQB1	A0A1S5QRA8
HLA-DQB1	A0A1S5QRA9
HLA-DQB1	A0A1S5QRB0
HLA-DQB1	A0A1S5QRB1
HLA-DQB1	A0A1S5QRB2
HLA-DQB1	A0A1S5QRB3
HLA-DQB1	A0A1S5QRB4
HLA-DQB1	A0A1S5QRB5
HLA-DQB1	A0A1S5QRB6
HLA-DQB1	A0A1S5QRB7
HLA-DQB1	A0A1S5QRB8
HLA-DQB1	A0A1S5QRC0
HLA-DQB1	A0A1S5QRC3
HLA-DQB1	A0A1S5QRC4
HLA-DQB1	A0A1S5QRC8
HLA-DQB1	A0A1S5QRD6
HLA-DQB1	A0A1S6GKZ0
HLA-DQB1	A0A1S6GL12
HLA-DQB1	A0A1W1B5D1
HLA-DQB1	A0A1W1B5D2
HLA-DQB1	A0A1W1B5E2
HLA-DQB1	A0A1W1B5F0
HLA-DQB1	A0A1W1B5F5
HLA-DQB1	A0A1W1B5G2
HLA-DQB1	A0A1W1B5G8
HLA-DQB1	A0A1W1B5I3
HLA-DQB1	A0A1W1B5K6
HLA-DQB1	A0A1W1B5K7
HLA-DQB1	A0A1W1B5K8
HLA-DQB1	A0A1W1B5L3
HLA-DQB1	A0A1W1B5M0
HLA-DQB1	A0A1W1B5M3
HLA-DQB1	A0A1W1B5N5
HLA-DQB1	A0A1W1B5P5
HLA-DQB1	A0A1W1B5Q0
HLA-DQB1	A0A1W1B5Q1
HLA-DQB1	A0A1W1B5S0
HLA-DQB1	A0A1W1B5U3
HLA-DQB1	A0A1W1B5Z7
HLA-DQB1	A0A1W1B600
HLA-DQB1	A0A1W1B645
HLA-DQB1	A0A1W1B6A0
HLA-DQB1	A0A1W1B6B2
HLA-DQB1	A0A1W1B6C6
HLA-DQB1	A0A1W1B6D6
HLA-DQB1	A0A1W1B6E6
HLA-DQB1	A0A1W1B6J8
HLA-DQB1	A0A1W1B6K4
HLA-DQB1	A0A1W2G194
HLA-DQB1	A0A1W2HC19
HLA-DQB1	A0A1W2HC26
HLA-DQB1	A0A1W2HC37
HLA-DQB1	A0A1W2HCC7
HLA-DQB1	A0A1W2HCD4
HLA-DQB1	A0A1W2HCH9
HLA-DQB1	A0A1W2HCN1
HLA-DQB1	A0A1W2HD35
HLA-DQB1	A0A1X7C0J1
HLA-DQB1	A0A1X9I4I5
HLA-DQB1	A0A1X9I4I6
HLA-DQB1	A0A1X9I4I9
HLA-DQB1	A0A1X9I4J3
HLA-DQB1	A0A1X9I4J4
HLA-DQB1	A0A1X9I4J5
HLA-DQB1	A0A1X9I4J9
HLA-DQB1	A0A1X9I4K3
HLA-DQB1	A0A1X9I4K4
HLA-DQB1	A0A1X9I4K5
HLA-DQB1	A0A1X9I4K8
HLA-DQB1	A0A1X9I4L3
HLA-DQB1	A0A1X9I4L4
HLA-DQB1	A0A1X9I4L7
HLA-DQB1	A0A1X9I4L9
HLA-DQB1	A0A1X9I4M5
HLA-DQB1	A0A1X9I4N2
HLA-DQB1	A0A1X9I4Q4
HLA-DQB1	A0A1X9I4Q9
HLA-DQB1	A0A1X9I4R3
HLA-DQB1	A0A1X9I4R7
HLA-DQB1	A0A1X9I4S1
HLA-DQB1	A0A1X9I4S2
HLA-DQB1	A0A1X9I4S7
HLA-DQB1	A0A1X9I4S9
HLA-DQB1	A0A1X9I4T3
HLA-DQB1	A0A1X9I4T9
HLA-DQB1	A0A1X9I4U1
HLA-DQB1	A0A1X9I4U6
HLA-DQB1	A0A1X9I4V0
HLA-DQB1	A0A1X9I4V6
HLA-DQB1	A0A1X9I4W0
HLA-DQB1	A0A1X9I532
HLA-DQB1	A0A1X9I537
HLA-DQB1	A0A1X9I547
HLA-DQB1	A0A1X9I552
HLA-DQB1	A0A1X9I560
HLA-DQB1	A0A1X9I5B6
HLA-DQB1	A0A1X9I5C5
HLA-DQB1	A0A1X9I5E0
HLA-DQB1	A0A1X9I5E7
HLA-DQB1	A0A1X9I5F3
HLA-DQB1	A0A1X9I659
HLA-DQB1	A0A1X9I665
HLA-DQB1	A0A1X9I682
HLA-DQB1	A0A1X9I698
HLA-DQB1	A0A1X9I6A5
HLA-DQB1	A0A1Y0BWD1
HLA-DQB1	A0A1Y5R5F5
HLA-DQB1	A0A1Z1N342
HLA-DQB1	A0A1Z1N345
HLA-DQB1	A0A1Z1XFJ8
HLA-DQB1	A0A1Z2RP25
HLA-DQB1	A0A1Z2RP59
HLA-DQB1	A0A1Z2RP67
HLA-DQB1	A0A217ECR3
HLA-DQB1	A0A218N037
HLA-DQB1	A0A218N040
HLA-DQB1	A0A218N062
HLA-DQB1	A0A218NI10
HLA-DQB1	A0A220QKK3
HLA-DQB1	A0A220QKK5
HLA-DQB1	A0A238HCQ4
HLA-DQB1	A0A238HDY9
HLA-DQB1	A0A286MC86
HLA-DQB1	A0A286MC87
HLA-DQB1	A0A286MC88
HLA-DQB1	A0A286MC89
HLA-DQB1	A0A286MC90
HLA-DQB1	A0A286MC91
HLA-DQB1	A0A286MC92
HLA-DQB1	A0A286R6U6
HLA-DQB1	A0A288Q9A8
HLA-DQB1	A0A288Q9A9
HLA-DQB1	A0A288Q9B6
HLA-DQB1	A0A288Q9B8
HLA-DQB1	A0A288Q9C2
HLA-DQB1	A0A288Q9C7
HLA-DQB1	A0A288Q9C9
HLA-DQB1	A0A288Q9D4
HLA-DQB1	A0A288QA25
HLA-DQB1	A0A288QA32
HLA-DQB1	A0A288QA38
HLA-DQB1	A0A288QA45
HLA-DQB1	A0A288QCH1
HLA-DQB1	A0A288QCI1
HLA-DQB1	A0A288QCI9
HLA-DQB1	A0A288QCJ6
HLA-DQB1	A0A288QDA1
HLA-DQB1	A0A288QDA8
HLA-DQB1	A0A288QDB5
HLA-DQB1	A0A288QDC3
HLA-DQB1	A0A288QFA1
HLA-DQB1	A0A288QFA7
HLA-DQB1	A0A288QFB5
HLA-DQB1	A0A288QFC4
HLA-DQB1	A0A288QRV5
HLA-DQB1	A0A288QRW3
HLA-DQB1	A0A288QRX0
HLA-DQB1	A0A288QRY1
HLA-DQB1	A0A288QYG7
HLA-DQB1	A0A288QYH8
HLA-DQB1	A0A288QYI8
HLA-DQB1	A0A288QYJ7
HLA-DQB1	A0A288R0V9
HLA-DQB1	A0A288R0W8
HLA-DQB1	A0A288R0X6
HLA-DQB1	A0A288R0Y3
HLA-DQB1	A0A288R1L1
HLA-DQB1	A0A288R1L7
HLA-DQB1	A0A288R1M3
HLA-DQB1	A0A290GLH4
HLA-DQB1	A0A290Y5T4
HLA-DQB1	A0A291ID86
HLA-DQB1	A0A2D1C453
HLA-DQB1	A0A2H4G026
HLA-DQB1	A0A2H4G034
HLA-DQB1	A0A2H4G036
HLA-DQB1	A0A2H4G039
HLA-DQB1	A0A2H4G041
HLA-DQB1	A0A2H4G042
HLA-DQB1	A0A2H4G043
HLA-DQB1	A0A2H4G045
HLA-DQB1	A0A2H4G048
HLA-DQB1	A0A2H4G050
HLA-DQB1	A0A2H4G051
HLA-DQB1	A0A2H4G053
HLA-DQB1	A0A2H4G054
HLA-DQB1	A0A2H4G055
HLA-DQB1	A0A2H4G057
HLA-DQB1	A0A2H4G058
HLA-DQB1	A0A2H4G059
HLA-DQB1	A0A2H4G063
HLA-DQB1	A0A2H4G065
HLA-DQB1	A0A2H4G067
HLA-DQB1	A0A2H4G068
HLA-DQB1	A0A2H4G069
HLA-DQB1	A0A2H4G070
HLA-DQB1	A0A2H4G075
HLA-DQB1	A0A2H4G076
HLA-DQB1	A0A2H4G077
HLA-DQB1	A0A2H4G0N3
HLA-DQB1	A0A2H4G0P4
HLA-DQB1	A0A2H4G0P8
HLA-DQB1	A0A2H4G0Q5
HLA-DQB1	A0A2H4G2Z9
HLA-DQB1	A0A2H4G315
HLA-DQB1	A0A2H4G326
HLA-DQB1	A0A2H4G335
HLA-DQB1	A0A2H4G345
HLA-DQB1	A0A2H4G4I3
HLA-DQB1	A0A2H4G4I9
HLA-DQB1	A0A2H4G4K0
HLA-DQB1	A0A2H4G4K3
HLA-DQB1	A0A2H4G4K4
HLA-DQB1	A0A2H4G4K7
HLA-DQB1	A0A2H4G4K8
HLA-DQB1	A0A2H4G4L1
HLA-DQB1	A0A2H4G4L3
HLA-DQB1	A0A2H4RN82
HLA-DQB1	A0A2H4RN96
HLA-DQB1	A0A2H4V0T5
HLA-DQB1	A0A2H4V666
HLA-DQB1	A0A2I4PZM1
HLA-DQB1	A0A2I4PZM2
HLA-DQB1	A0A2I4PZM4
HLA-DQB1	A0A2I4PZM9
HLA-DQB1	A0A2I4PZN0
HLA-DQB1	A0A2I4PZN1
HLA-DQB1	A0A2I4PZN2
HLA-DQB1	A0A2I4PZN3
HLA-DQB1	A0A2I4PZN4
HLA-DQB1	A0A2I4PZN5
HLA-DQB1	A0A2I4PZN7
HLA-DQB1	A0A2I4PZN9
HLA-DQB1	A0A2I4PZP0
HLA-DQB1	A0A2I4PZP2
HLA-DQB1	A0A2I4PZP3
HLA-DQB1	A0A2I4PZP5
HLA-DQB1	A0A2I4PZP6
HLA-DQB1	A0A2I4PZP8
HLA-DQB1	A0A2I4PZP9
HLA-DQB1	A0A2I4PZQ1
HLA-DQB1	A0A2I4PZQ2
HLA-DQB1	A0A2I4PZQ5
HLA-DQB1	A0A2I4PZQ6
HLA-DQB1	A0A2I4PZQ7
HLA-DQB1	A0A2I4PZQ8
HLA-DQB1	A0A2I4PZQ9
HLA-DQB1	A0A2I4PZR0
HLA-DQB1	A0A2I4PZR3
HLA-DQB1	A0A2I4PZR6
HLA-DQB1	A0A2I4PZS6
HLA-DQB1	A0A2I4PZT8
HLA-DQB1	A0A2I4Q066
HLA-DQB1	A0A2I4Q076
HLA-DQB1	A0A2I4Q080
HLA-DQB1	A0A2I4Q086
HLA-DQB1	A0A2I4Q089
HLA-DQB1	A0A2I4Q094
HLA-DQB1	A0A2I4Q096
HLA-DQB1	A0A2I4Q0A6
HLA-DQB1	A0A2I7FRL6
HLA-DQB1	A0A2K4N829
HLA-DQB1	A0A2K4N832
HLA-DQB1	A0A2K4N847
HLA-DQB1	A0A2K4N862
HLA-DQB1	A0A2L0RIN2
HLA-DQB1	A0A2L0RIN6
HLA-DQB1	A0A2L0RIN8
HLA-DQB1	A0A2P1CYM8
HLA-DQB1	A0A2P1CYQ1
HLA-DQB1	A0A2P1HA27
HLA-DQB1	A0A2P1HA45
HLA-DQB1	A0A2P1HA48
HLA-DQB1	A0A2R3U9W6
HLA-DQB1	A0A2R3U9Y7
HLA-DQB1	A0A2R3U9Z7
HLA-DQB1	A0A2R7ZQM3
HLA-DQB1	A0A2S0RR36
HLA-DQB1	A0A2S0RR37
HLA-DQB1	A0A2S0RR40
HLA-DQB1	A0A2S0RR41
HLA-DQB1	A0A2S0RR42
HLA-DQB1	A0A2S0RR44
HLA-DQB1	A0A2S0RR45
HLA-DQB1	A0A2S0RR48
HLA-DQB1	A0A2S0RR49
HLA-DQB1	A0A2S0RR51
HLA-DQB1	A0A2S0RR52
HLA-DQB1	A0A2S0RR61
HLA-DQB1	A0A2S0RR65
HLA-DQB1	A0A2S0RR73
HLA-DQB1	A0A2S0SYS0
HLA-DQB1	A0A2S0SYT3
HLA-DQB1	A0A2S0SYT8
HLA-DQB1	A0A2S0SYU5
HLA-DQB1	A0A2S0SYV6
HLA-DQB1	A0A2S0SYZ6
HLA-DQB1	A0A2S0SZ73
HLA-DQB1	A0A2S1B6V0
HLA-DQB1	A0A2S1B6W3
HLA-DQB1	A0A2U7MW58
HLA-DQB1	A0A2U7MW63
HLA-DQB1	A0A2U7MW68
HLA-DQB1	A0A2U7MW69
HLA-DQB1	A0A2U7MW75
HLA-DQB1	A0A2U7MW77
HLA-DQB1	A0A2U7MW81
HLA-DQB1	A0A2U7MW82
HLA-DQB1	A0A2U7MZA8
HLA-DQB1	A0A2U7MZB3
HLA-DQB1	A0A2U7MZC0
HLA-DQB1	A0A2U7MZC4
HLA-DQB1	A0A2U7N349
HLA-DQB1	A0A2U7N353
HLA-DQB1	A0A2U7N357
HLA-DQB1	A0A2U7N363
HLA-DQB1	A0A2U7N6H5
HLA-DQB1	A0A2U7N6I0
HLA-DQB1	A0A2U7N6I6
HLA-DQB1	A0A2U7N9F8
HLA-DQB1	A0A2U7N9G4
HLA-DQB1	A0A2U7N9G7
HLA-DQB1	A0A2U7N9H3
HLA-DQB1	A0A2U7NDY9
HLA-DQB1	A0A2U7NDZ6
HLA-DQB1	A0A2U7NDZ9
HLA-DQB1	A0A2U7NE06
HLA-DQB1	A0A2U7NGL0
HLA-DQB1	A0A2U7NGL4
HLA-DQB1	A0A2U7NGL9
HLA-DQB1	A0A2U7NGM7
HLA-DQB1	A0A2U7NHY3
HLA-DQB1	A0A2U7NHZ0
HLA-DQB1	A0A2U7NHZ4
HLA-DQB1	A0A2U7NHZ9
HLA-DQB1	A0A2U7NMQ5
HLA-DQB1	A0A2U7NMQ9
HLA-DQB1	A0A2U7NMR4
HLA-DQB1	A0A2U7NMS1
HLA-DQB1	A0A2Z5WLB0
HLA-DQB1	A0A345BIJ6
HLA-DQB1	A0A345F0V9
HLA-DQB1	A0A346FLH6
HLA-DQB1	A0A346QUR4
HLA-DQB1	A0A346XQV6
HLA-DQB1	A0A346XQX8
HLA-DQB1	A0A346XQX9
HLA-DQB1	A0A348AXX1
HLA-DQB1	A0A348AXX2
HLA-DQB1	A0A385JFI2
HLA-DQB1	A0A386PW77
HLA-DQB1	A0A386RUK0
HLA-DQB1	A0A386RUL1
HLA-DQB1	A0A386RVG0
HLA-DQB1	A0A386RVS3
HLA-DQB1	A0A386RVZ8
HLA-DQB1	A0A3G1YZN7
HLA-DQB1	A0A3G1YZP3
HLA-DQB1	A0A3G1YZQ6
HLA-DQB1	A0A3G2CJ10
HLA-DQB1	A0A3G2FQ68
HLA-DQB1	A0A3G2I6J1
HLA-DQB1	A0A3G2I6N7
HLA-DQB1	A0A3G2I7B1
HLA-DQB1	A0A3G2Y3Q4
HLA-DQB1	A0A3G4IRP9
HLA-DQB1	A0A3G5BD29
HLA-DQB1	A0A3P8KD85
HLA-DQB1	A0A3S4CML6
HLA-DQB1	A0A3S4DEZ9
HLA-DQB1	A0A3S6RGY5
HLA-DQB1	A0A3S6RGY8
HLA-DQB1	A0A3S6RGZ0
HLA-DQB1	A0A3S6RGZ2
HLA-DQB1	A0A3S6RGZ4
HLA-DQB1	A0A3S6RGZ5
HLA-DQB1	A0A3S6RGZ6
HLA-DQB1	A0A3S6RGZ7
HLA-DQB1	A0A3S6RH01
HLA-DQB1	A0A3S6RH02
HLA-DQB1	A0A3S6RH03
HLA-DQB1	A0A3S6RH05
HLA-DQB1	A0A3S6RH06
HLA-DQB1	A0A3S6RH08
HLA-DQB1	A0A3S6RH09
HLA-DQB1	A0A3S6RH10
HLA-DQB1	A0A3S6RH11
HLA-DQB1	A0A3S6RH12
HLA-DQB1	A0A3S6RH13
HLA-DQB1	A0A3S6RH14
HLA-DQB1	A0A3S6RH15
HLA-DQB1	A0A3S6RH16
HLA-DQB1	A0A3S6RH17
HLA-DQB1	A0A3S6RH18
HLA-DQB1	A0A3S6RH19
HLA-DQB1	A0A3S6RH20
HLA-DQB1	A0A3S6RH21
HLA-DQB1	A0A3S6RH22
HLA-DQB1	A0A3S6RH24
HLA-DQB1	A0A3S6RH25
HLA-DQB1	A0A3S6RH26
HLA-DQB1	A0A3S6RH27
HLA-DQB1	A0A3S6RH28
HLA-DQB1	A0A3S6RH30
HLA-DQB1	A0A3S6RH31
HLA-DQB1	A0A3S6RH33
HLA-DQB1	A0A3S6RH34
HLA-DQB1	A0A3S6RH35
HLA-DQB1	A0A3S6RH36
HLA-DQB1	A0A3S6RH37
HLA-DQB1	A0A3S6RH38
HLA-DQB1	A0A3S6RH39
HLA-DQB1	A0A3S6RH40
HLA-DQB1	A0A3S6RH41
HLA-DQB1	A0A3S6RH42
HLA-DQB1	A0A3S6RH43
HLA-DQB1	A0A3S6RH44
HLA-DQB1	A0A3S6RH45
HLA-DQB1	A0A3S6RH47
HLA-DQB1	A0A3S6RH48
HLA-DQB1	A0A3S6RH49
HLA-DQB1	A0A3S6RH50
HLA-DQB1	A0A3S6RH51
HLA-DQB1	A0A3S6RH53
HLA-DQB1	A0A3S6RH54
HLA-DQB1	A0A3S6RH56
HLA-DQB1	A0A3S6RH57
HLA-DQB1	A0A3S6RH58
HLA-DQB1	A0A3S6RH59
HLA-DQB1	A0A3S6RH60
HLA-DQB1	A0A3S6RH61
HLA-DQB1	A0A3S6RH62
HLA-DQB1	A0A3S6RH63
HLA-DQB1	A0A3S6RH64
HLA-DQB1	A0A3S6RH65
HLA-DQB1	A0A3S6RH66
HLA-DQB1	A0A3S6RH67
HLA-DQB1	A0A3S6RH68
HLA-DQB1	A0A3S6RH69
HLA-DQB1	A0A3S6RH70
HLA-DQB1	A0A3S6RH71
HLA-DQB1	A0A3S6RH72
HLA-DQB1	A0A3S6RH73
HLA-DQB1	A0A3S6RH75
HLA-DQB1	A0A3S6RH76
HLA-DQB1	A0A3S6RH77
HLA-DQB1	A0A3S6RH78
HLA-DQB1	A0A3S6RH79
HLA-DQB1	A0A3S6RH80
HLA-DQB1	A0A3S6RH83
HLA-DQB1	A0A3S6RH84
HLA-DQB1	A0A3S6RH85
HLA-DQB1	A0A3S6RH87
HLA-DQB1	A0A3S6RH88
HLA-DQB1	A0A3S6RH89
HLA-DQB1	A0A3S6RH90
HLA-DQB1	A0A3S6RH94
HLA-DQB1	A0A3S6RH96
HLA-DQB1	A0A3S6RHA3
HLA-DQB1	A0A3S6RIY2
HLA-DQB1	A0A3S6RIY7
HLA-DQB1	A0A3S6RIZ3
HLA-DQB1	A0A3S6RIZ9
HLA-DQB1	A0A3S6RJ05
HLA-DQB1	A0A3S6RJ10
HLA-DQB1	A0A3S6RJ15
HLA-DQB1	A0A3S6RJ21
HLA-DQB1	A0A3S6RJ26
HLA-DQB1	A0A3S6RJ31
HLA-DQB1	A0A3S6RJ37
HLA-DQB1	A0A3S6RJ40
HLA-DQB1	A0A3S6RJ49
HLA-DQB1	A0A3S6RJ93
HLA-DQB1	A0A3S6RJ97
HLA-DQB1	A0A3S6RJA4
HLA-DQB1	A0A3S6RJA6
HLA-DQB1	A0A3S6RJA9
HLA-DQB1	A0A3S6RJB2
HLA-DQB1	A0A3S6RJB4
HLA-DQB1	A0A3S6RJB7
HLA-DQB1	A0A3S6RJC0
HLA-DQB1	A0A3S6RJC3
HLA-DQB1	A0A3S6RJC6
HLA-DQB1	A0A3S6RJC7
HLA-DQB1	A0A3S6RJD4
HLA-DQB1	A0A3S6RJD5
HLA-DQB1	A0A3S6RJD9
HLA-DQB1	A0A3S6RJE0
HLA-DQB1	A0A3S6RJE3
