Entrez.Gene,Symbol,metaZscore,metaPval,effect,Pval.adj,Bonferroni,maxFC,avgFC,BraakR,atrophyR
4689,NCF4,6.947920616,3.71E-12,?+?++-,3.50E-10,8.72E-08,1.52,1.24,0.6077,0.4707
79258,MMEL1,6.94226334,3.86E-12,++?+++,3.63E-10,9.08E-08,1.27,1.14,0.6496,0.5324
4701,NDUFA7,-6.940839141,3.90E-12,--?--+,3.65E-10,9.17E-08,0.59,0.83,-0.6594,-0.561
146923,RUNDC1,-6.940119781,3.92E-12,------,3.66E-10,9.22E-08,0.51,0.78,-0.6644,-0.5669
11329,STK38,6.938928912,3.95E-12,++++++,3.67E-10,9.30E-08,1.33,1.18,0.7192,0.5722
2913,GRM3,-6.93829031,3.97E-12,--?---,3.68E-10,9.34E-08,0.79,0.86,,
55011,PIH1D1,-6.936753142,4.01E-12,------,3.70E-10,9.44E-08,0.80,0.90,-0.6106,-0.4476
5996,RGS1,6.936226983,4.03E-12,++?+++,3.70E-10,9.48E-08,2.72,1.93,,
3122,HLA-DRA,6.935678431,4.04E-12,?+?++-,3.70E-10,9.51E-08,1.80,1.40,,0.4428
2897,GRIK1,-6.93501636,4.06E-12,--?---,3.70E-10,9.56E-08,0.72,0.84,-0.7082,-0.5667
9369,NRXN3,-6.931771802,4.16E-12,--?---,3.77E-10,9.78E-08,0.55,0.75,-0.6948,-0.5846
84303,CHCHD6,-6.931044561,4.18E-12,-----+,3.77E-10,9.83E-08,0.68,0.82,-0.7358,-0.6044
115827,RAB3C,-6.930956847,4.18E-12,--?---,3.77E-10,9.84E-08,0.54,0.73,-0.6333,-0.5373
80230,RUFY1,6.929975159,4.21E-12,++?+++,3.78E-10,9.90E-08,1.19,1.13,0.7186,0.618
165,AEBP1,6.923464864,4.41E-12,++?+++,3.92E-10,1.04E-07,2.36,1.53,0.6569,0.495
11198,SUPT16H,-6.923345785,4.41E-12,------,3.92E-10,1.04E-07,0.56,0.85,,
7432,VIP,-6.92323189,4.41E-12,------,3.92E-10,1.04E-07,0.47,0.74,-0.7332,-0.5332
23601,CLEC5A,6.922507539,4.44E-12,?+?++-,3.93E-10,1.04E-07,1.56,1.26,,0.4907
441453,,-6.920730235,4.49E-12,???--?,3.96E-10,1.06E-07,0.77,0.81,,
4982,TNFRSF11B,6.920172394,4.51E-12,++?+++,3.96E-10,1.06E-07,2.13,1.46,0.6451,0.5031
221424,LRRC73,-6.916214329,4.64E-12,--?---,4.05E-10,1.09E-07,0.69,0.78,,
8463,TEAD2,6.916017975,4.65E-12,?+++++,4.05E-10,1.09E-07,1.65,1.29,0.6576,0.5456
1997,ELF1,6.913655139,4.72E-12,++++++,4.10E-10,1.11E-07,1.47,1.26,0.7008,0.6006
56245,C21orf62,6.897544429,5.29E-12,++?+++,4.56E-10,1.24E-07,1.59,1.31,0.6467,0.5298
8635,RNASET2,6.897432549,5.30E-12,++++++,4.56E-10,1.25E-07,1.39,1.23,0.6349,0.5221
116842,LEAP2,6.894244176,5.42E-12,++?+++,4.65E-10,1.27E-07,1.65,1.25,0.6734,0.5917
201134,CEP112,6.893246929,5.45E-12,++?+++,4.67E-10,1.28E-07,1.22,1.12,,
399818,METTL10,-6.891578158,5.52E-12,--?---,4.70E-10,1.30E-07,0.76,0.83,-0.6317,-0.5183
51134,CCDC41,-6.889788314,5.59E-12,--?---,4.75E-10,1.31E-07,0.63,0.83,-0.6308,-0.5407
4502,MT2A,6.889199338,5.61E-12,++++++,4.75E-10,1.32E-07,2.28,1.53,0.6683,0.5344
116,ADCYAP1,-6.885378059,5.76E-12,--?---,4.86E-10,1.36E-07,0.37,0.61,-0.7382,-0.561
10777,ARPP21,-6.87592869,6.16E-12,-----?,5.18E-10,1.45E-07,0.51,0.66,,
5549,PRELP,6.874514686,6.22E-12,++?+++,5.21E-10,1.46E-07,2.60,1.49,0.6403,0.5239
10205,MPZL2,6.8732832,6.27E-12,++++++,5.24E-10,1.48E-07,1.69,1.29,0.6256,0.5016
3268,AGFG2,6.871782684,6.34E-12,++?+++,5.27E-10,1.49E-07,1.38,1.17,0.6751,0.5329
27077,B9D1,-6.870639737,6.39E-12,--?---,5.30E-10,1.50E-07,0.73,0.83,-0.7338,-0.6092
3291,HSD11B2,6.86823346,6.50E-12,???+++,5.37E-10,1.53E-07,1.79,1.37,0.6768,0.5276
9734,HDAC9,-6.864807803,6.66E-12,--?---,5.48E-10,1.57E-07,0.75,0.85,-0.7074,-0.5726
10920,COPS8,-6.860535701,6.86E-12,------,5.62E-10,1.61E-07,0.61,0.82,-0.6537,-0.5284
8867,SYNJ1,-6.859774585,6.90E-12,--?---,5.63E-10,1.62E-07,0.58,0.76,-0.6372,-0.4916
388489,,6.855838572,7.09E-12,???++?,5.77E-10,1.67E-07,1.12,1.10,,
23305,ACSL6,-6.853129578,7.23E-12,--?---,5.86E-10,1.70E-07,0.76,0.81,,-0.5025
5393,EXOSC9,-6.848795231,7.45E-12,------,6.02E-10,1.75E-07,0.74,0.86,,
253558,LCLAT1,-6.848286018,7.47E-12,--?---,6.02E-10,1.76E-07,0.64,0.82,-0.6355,-0.5121
7097,TLR2,6.847016884,7.54E-12,++?+++,6.05E-10,1.77E-07,2.06,1.33,0.6706,0.505
10180,RBM6,6.846594363,7.56E-12,++++++,6.05E-10,1.78E-07,2.28,1.30,0.6167,0.5274
8428,STK24,-6.845418977,7.63E-12,-+?---,6.08E-10,1.79E-07,0.73,0.87,-0.674,-0.588
23433,RHOQ,6.844664,7.67E-12,++?+++,6.09E-10,1.80E-07,2.52,1.41,0.6913,0.6033
5371,PML,6.832627489,8.34E-12,++?+++,6.61E-10,1.96E-07,1.27,1.13,,
254887,ZDHHC23,-6.830704096,8.45E-12,--?---,6.67E-10,1.99E-07,0.58,0.77,-0.6305,-0.5383
55530,SVOP,-6.825880174,8.74E-12,--?---,6.88E-10,2.06E-07,0.55,0.69,-0.7234,-0.6249
57522,SRGAP1,6.825339352,8.77E-12,++++++,6.88E-10,2.06E-07,1.90,1.33,0.7036,0.5972
441054,C4orf47,6.821783022,8.99E-12,++?++?,7.03E-10,2.12E-07,1.32,1.24,0.6235,0.5387
119504,ANAPC16,6.819084766,9.16E-12,++?++-,7.14E-10,2.16E-07,2.73,1.38,,
4601,MXI1,6.812555467,9.59E-12,++?+++,7.45E-10,2.26E-07,2.66,1.37,0.7161,0.605
256130,TMEM196,-6.809167351,9.82E-12,--?---,7.56E-10,2.31E-07,0.60,0.81,-0.6207,-0.5199
51534,VTA1,-6.809049199,9.82E-12,------,7.56E-10,2.31E-07,0.49,0.77,-0.6277,-0.4902
9447,AIM2,6.80891799,9.83E-12,???+++,7.56E-10,2.31E-07,1.23,1.19,,
3399,ID3,6.806906991,9.97E-12,++++++,7.64E-10,2.35E-07,2.71,1.50,0.6768,0.581
9056,SLC7A7,6.806114782,1.00E-11,++?++-,7.66E-10,2.36E-07,1.61,1.23,0.6294,0.529
11261,CHP1,-6.804053776,1.02E-11,------,7.75E-10,2.39E-07,0.56,0.81,,
85477,SCIN,6.796321719,1.07E-11,++++++,8.15E-10,2.53E-07,2.17,1.48,0.6008,0.4479
2701,GJA4,6.795783152,1.08E-11,++++++,8.15E-10,2.53E-07,1.65,1.28,0.6151,0.4806
9662,CEP135,6.794759146,1.08E-11,-+?++-,8.18E-10,2.55E-07,1.20,1.07,0.6948,0.6106
9742,IFT140,6.78887723,1.13E-11,++?+++,8.50E-10,2.66E-07,1.50,1.20,0.6081,0.479
6588,SLN,-6.787949362,1.14E-11,--?---,8.52E-10,2.68E-07,0.56,0.67,-0.6678,-0.5649
56341,PRMT8,-6.784984807,1.16E-11,--?---,8.67E-10,2.73E-07,0.49,0.71,-0.7145,-0.6066
220929,ZNF438,6.780158262,1.20E-11,-++++-,8.94E-10,2.82E-07,1.21,1.07,0.7476,0.6328
11334,TUSC2,-6.777035205,1.23E-11,------,9.08E-10,2.89E-07,0.68,0.85,-0.7252,-0.5773
6522,SLC4A2,6.776977807,1.23E-11,++++++,9.08E-10,2.89E-07,1.84,1.29,0.6319,0.5303
84868,HAVCR2,6.776494615,1.23E-11,++?+++,9.08E-10,2.90E-07,1.34,1.20,,
81831,NETO2,-6.771846913,1.27E-11,------,9.35E-10,2.99E-07,0.61,0.75,-0.6958,-0.5398
84964,ALKBH6,-6.770668337,1.28E-11,+-?---,9.40E-10,3.02E-07,0.83,0.92,-0.7197,-0.6018
3315,HSPB1,6.769274673,1.29E-11,++++++,9.46E-10,3.05E-07,2.17,1.52,0.6627,0.5252
10947,AP3M2,-6.76886192,1.30E-11,------,9.46E-10,3.05E-07,0.59,0.82,-0.6524,-0.5464
25907,TMEM158,-6.766435898,1.32E-11,--?--?,9.56E-10,3.11E-07,0.77,0.79,-0.664,-0.5531
23065,EMC1,-6.766386043,1.32E-11,------,9.56E-10,3.11E-07,0.59,0.84,,
51617,HMP19,-6.762653943,1.35E-11,------,9.78E-10,3.19E-07,0.48,0.71,-0.6902,-0.5803
2012,EMP1,6.762069437,1.36E-11,++++++,9.79E-10,3.20E-07,2.30,1.55,0.6157,0.4501
3149,HMGB3,-6.75705814,1.41E-11,--?---,1.01E-09,3.31E-07,0.50,0.78,-0.6056,-0.4833
79709,COLGALT1,6.7549222,1.43E-11,++++++,1.02E-09,3.36E-07,1.54,1.16,,
51338,MS4A4A,6.754000016,1.44E-11,++?+++,1.03E-09,3.38E-07,1.92,1.44,,
53335,BCL11A,-6.752618348,1.45E-11,--+---,1.03E-09,3.42E-07,0.66,0.83,-0.6724,-0.5467
5368,PNOC,-6.751677287,1.46E-11,-??---,1.04E-09,3.44E-07,0.68,0.75,-0.7201,-0.5351
4542,MYO1F,6.751223171,1.47E-11,?+?+++,1.04E-09,3.45E-07,1.44,1.23,0.61,0.4802
4245,MGAT1,6.750035434,1.48E-11,++++++,1.04E-09,3.48E-07,1.45,1.16,0.635,0.5381
65982,ZSCAN18,-6.74761733,1.50E-11,-----+,1.06E-09,3.54E-07,0.69,0.87,,
6916,TBXAS1,6.745720105,1.52E-11,?+?+++,1.07E-09,3.58E-07,1.54,1.27,,0.4579
1325,CORT,-6.74509832,1.53E-11,--?--?,1.07E-09,3.60E-07,0.68,0.80,-0.7548,-0.5548
115948,CCDC151,6.740266194,1.58E-11,+++++-,1.10E-09,3.72E-07,1.42,1.21,0.6297,0.5201
81844,TRIM56,6.740263423,1.58E-11,++++++,1.10E-09,3.72E-07,1.72,1.33,0.6787,0.5502
2192,FBLN1,6.738146291,1.60E-11,++++++,1.11E-09,3.77E-07,1.72,1.24,0.6033,0.5014
1404,HAPLN1,-6.732946518,1.66E-11,--?---,1.15E-09,3.91E-07,0.58,0.75,-0.6905,-0.5405
64072,CDH23,6.732256985,1.67E-11,???+++,1.15E-09,3.93E-07,1.35,1.24,,0.522
9332,CD163,6.731302816,1.68E-11,-+?+++,1.15E-09,3.96E-07,2.06,1.49,0.5977,0.4788
11020,IFT27,-6.73110102,1.68E-11,------,1.15E-09,3.96E-07,0.75,0.87,,
23526,HMHA1,6.727795686,1.72E-11,++?+++,1.17E-09,4.05E-07,1.40,1.20,0.6489,0.5032
23607,CD2AP,6.726786301,1.73E-11,++?+++,1.18E-09,4.08E-07,1.28,1.15,0.6768,0.5707
439938,LOC439938,-6.725649811,1.75E-11,--?---,1.19E-09,4.11E-07,0.59,0.83,,
22794,CASC3,6.725031207,1.76E-11,++++++,1.19E-09,4.13E-07,1.43,1.20,0.6862,0.5523
1861,TOR1A,-6.724618855,1.76E-11,--?---,1.19E-09,4.14E-07,0.73,0.87,-0.639,-0.5296
57149,LYRM1,-6.724398032,1.76E-11,------,1.19E-09,4.15E-07,0.53,0.84,-0.663,-0.5013
3479,IGF1,-6.721317518,1.80E-11,--?---,1.21E-09,4.24E-07,0.58,0.78,-0.7103,-0.5481
216,ALDH1A1,-6.720268018,1.81E-11,------,1.21E-09,4.27E-07,0.68,0.78,,
2572,GAD2,-6.718352193,1.84E-11,------,1.23E-09,4.32E-07,0.59,0.68,-0.673,-0.5371
5462,POU5F1P1,6.714810135,1.88E-11,??++++,1.25E-09,4.43E-07,1.16,1.12,,
25959,KANK2,6.712681329,1.91E-11,++?+++,1.27E-09,4.50E-07,2.65,1.47,0.6538,0.5409
10307,APBB3,-6.712401481,1.91E-11,--?---,1.27E-09,4.50E-07,0.74,0.85,-0.6398,-0.5402
151176,FAM132B,-6.711740805,1.92E-11,--?--+,1.27E-09,4.53E-07,0.71,0.87,-0.696,-0.5739
94121,SYTL4,6.71145401,1.93E-11,++++++,1.27E-09,4.53E-07,1.85,1.51,0.6951,0.5857
5927,KDM5A,6.710920738,1.93E-11,++++++,1.27E-09,4.55E-07,1.45,1.18,0.7182,0.5633
60592,SCOC,-6.704806387,2.02E-11,------,1.32E-09,4.75E-07,0.76,0.84,-0.7027,-0.5535
30835,CD209,6.704009223,2.03E-11,?+?++-,1.32E-09,4.77E-07,1.29,1.11,,
151195,CCNYL1,-6.703145686,2.04E-11,--?---,1.33E-09,4.80E-07,0.58,0.81,-0.6553,-0.4887
1737,DLAT,-6.702099294,2.05E-11,------,1.33E-09,4.83E-07,0.70,0.82,-0.6589,-0.4978
22927,HABP4,-6.700092582,2.08E-11,------,1.35E-09,4.90E-07,0.53,0.81,-0.6662,-0.5572
8723,SNX4,-6.692678728,2.19E-11,------,1.41E-09,5.16E-07,0.75,0.85,,
138151,NACC2,6.692192552,2.20E-11,++?+++,1.41E-09,5.17E-07,3.88,1.58,0.6573,0.5514
2919,CXCL1,6.690920402,2.22E-11,++?+++,1.42E-09,5.22E-07,1.97,1.44,,0.4598
23351,KHNYN,6.688932322,2.25E-11,++?+++,1.44E-09,5.29E-07,1.69,1.24,0.6863,0.5746
9373,PLAA,-6.687171685,2.28E-11,--?---,1.45E-09,5.35E-07,0.77,0.85,-0.5937,-0.4988
30818,KCNIP3,-6.685638408,2.30E-11,--?---,1.46E-09,5.41E-07,0.77,0.83,-0.5954,-0.4628
22999,RIMS1,-6.684677491,2.31E-11,--?---,1.47E-09,5.45E-07,0.53,0.73,-0.6936,-0.586
1622,DBI,6.683356996,2.34E-11,++?++-,1.48E-09,5.49E-07,1.51,1.21,0.6913,0.5402
51490,C9orf114,6.681354586,2.37E-11,++?+++,1.49E-09,5.57E-07,1.56,1.18,,
23002,DAAM1,6.680569642,2.38E-11,++++++,1.50E-09,5.60E-07,1.80,1.24,0.6086,0.4749
286184,,-6.677017633,2.44E-11,???--?,1.53E-09,5.74E-07,0.79,0.83,,
145226,RDH12,-6.672162547,2.52E-11,-??---,1.58E-09,5.93E-07,0.60,0.78,-0.6604,-0.5165
79836,LONRF3,6.66995052,2.56E-11,++?++-,1.60E-09,6.02E-07,3.20,1.41,0.6573,0.5211
1959,EGR2,-6.6645718,2.65E-11,--?---,1.65E-09,6.25E-07,0.54,0.75,-0.6711,-0.4893
516,ATP5G1,-6.662361116,2.69E-11,--?---,1.67E-09,6.34E-07,0.53,0.79,-0.7044,-0.5986
128866,CHMP4B,-6.661919485,2.70E-11,-----+,1.67E-09,6.36E-07,0.69,0.86,-0.6554,-0.5265
2785,GNG3,-6.661364769,2.71E-11,------,1.67E-09,6.38E-07,0.56,0.72,-0.7189,-0.6008
2847,MCHR1,-6.661284892,2.71E-11,--?---,1.67E-09,6.39E-07,0.57,0.78,-0.6763,-0.5463
58495,OVOL2,-6.65970855,2.74E-11,--?---,1.68E-09,6.46E-07,0.72,0.83,,-0.468
4692,NDN,-6.659507698,2.75E-11,------,1.68E-09,6.46E-07,0.51,0.78,-0.6707,-0.508
79890,RIN3,6.659345545,2.75E-11,++?+++,1.68E-09,6.47E-07,1.51,1.22,0.6611,0.5186
3113,HLA-DPA1,6.658701593,2.76E-11,++++++,1.68E-09,6.50E-07,1.80,1.40,,
57110,HRASLS,-6.658496606,2.77E-11,------,1.68E-09,6.51E-07,0.62,0.82,-0.6883,-0.538
6429,SRSF4,6.656405247,2.81E-11,+++++-,1.70E-09,6.60E-07,1.48,1.13,,
9442,MED27,-6.65549904,2.82E-11,--?--+,1.71E-09,6.64E-07,0.77,0.91,,-0.5152
5372,PMM1,-6.653625261,2.86E-11,------,1.73E-09,6.73E-07,0.67,0.85,-0.6289,-0.4543
84251,SGIP1,-6.650511465,2.92E-11,--?---,1.76E-09,6.87E-07,0.53,0.77,-0.6802,-0.5531
3659,IRF1,6.649024504,2.95E-11,++?+++,1.77E-09,6.94E-07,1.82,1.37,,
6894,TARBP1,-6.645492249,3.02E-11,--?--+,1.81E-09,7.11E-07,0.58,0.77,-0.6348,-0.5559
79717,PPCS,-6.644225182,3.05E-11,--?---,1.82E-09,7.17E-07,0.66,0.82,-0.6432,-0.5034
2995,GYPC,6.641382323,3.11E-11,?+++++,1.85E-09,7.31E-07,1.76,1.32,0.6364,0.512
1903,S1PR3,6.640837701,3.12E-11,++?++?,1.85E-09,7.34E-07,1.75,1.44,0.6928,0.5416
80231,CXorf21,6.639968185,3.14E-11,++?++-,1.86E-09,7.38E-07,1.45,1.17,,0.4632
3635,INPP5D,6.637230756,3.20E-11,?+?+++,1.89E-09,7.52E-07,1.43,1.25,0.6604,0.5555
286367,LOC286367,-6.636486031,3.21E-11,-??--?,1.89E-09,7.56E-07,0.61,0.74,,
57159,TRIM54,-6.627045211,3.42E-11,???---,2.01E-09,8.06E-07,0.83,0.88,-0.663,-0.5287
389473,,-6.626130012,3.45E-11,???--?,2.02E-09,8.11E-07,0.80,0.83,,
55274,PHF10,6.62155963,3.55E-11,++?+++,2.08E-09,8.36E-07,1.47,1.22,0.7009,0.5933
29118,DDX25,-6.620099399,3.59E-11,------,2.10E-09,8.45E-07,0.65,0.80,-0.65,-0.5822
83862,TMEM120A,6.619606285,3.60E-11,++++++,2.10E-09,8.47E-07,1.28,1.12,0.619,0.4966
3575,IL7R,6.618019916,3.64E-11,???+++,2.11E-09,8.57E-07,1.20,1.14,,
55222,LRRC20,-6.617996174,3.64E-11,--?--+,2.11E-09,8.57E-07,0.67,0.86,-0.6636,-0.6142
23229,ARHGEF9,-6.617208054,3.66E-11,------,2.12E-09,8.61E-07,0.59,0.76,-0.6324,-0.5665
51382,ATP6V1D,-6.615789672,3.70E-11,------,2.13E-09,8.70E-07,0.47,0.77,-0.6431,-0.5327
83451,ABHD11,-6.613293351,3.76E-11,+-?--+,2.16E-09,8.84E-07,0.79,0.93,-0.6128,-0.5184
7915,ALDH5A1,-6.610907162,3.82E-11,+-----,2.19E-09,8.99E-07,0.75,0.91,,
252983,STXBP4,6.60450886,3.99E-11,++?++-,2.28E-09,9.38E-07,1.24,1.14,0.6672,0.5276
1678,TIMM8A,-6.603438195,4.02E-11,--?---,2.29E-09,9.45E-07,0.53,0.78,-0.6625,-0.5209
286410,ATP11C,6.602393537,4.05E-11,++?+++,2.30E-09,9.52E-07,2.09,1.32,0.7092,0.6025
9737,GPRASP1,-6.600278145,4.10E-11,--?---,2.33E-09,9.66E-07,0.34,0.66,-0.6725,-0.564
945,CD33,6.599319208,4.13E-11,??++++,2.34E-09,9.72E-07,1.43,1.22,,
6039,RNASE6,6.59834307,4.16E-11,?+?+++,2.35E-09,9.78E-07,1.55,1.32,,0.4707
115265,DDIT4L,6.595457115,4.24E-11,++++++,2.39E-09,9.98E-07,2.66,1.49,0.6556,0.5371
10475,TRIM38,6.595012559,4.25E-11,++?+++,2.39E-09,1.00E-06,1.33,1.19,0.5931,0.4873
140890,SREK1,6.59050844,4.38E-11,++?+++,2.46E-09,1.03E-06,1.31,1.19,,
10368,CACNG3,-6.588736741,4.44E-11,------,2.49E-09,1.04E-06,0.66,0.75,-0.6665,-0.5866
7436,VLDLR,-6.587588564,4.47E-11,--?---,2.49E-09,1.05E-06,0.63,0.79,-0.6048,-0.5074
6092,ROBO2,-6.587524822,4.47E-11,--?---,2.49E-09,1.05E-06,0.55,0.68,-0.6498,-0.55
713,C1QB,6.585454932,4.53E-11,-+?+++,2.52E-09,1.07E-06,1.69,1.31,,0.4554
1961,EGR4,-6.584509363,4.56E-11,-----+,2.53E-09,1.07E-06,0.67,0.79,-0.5957,
10776,ARPP19,-6.582129712,4.64E-11,--?---,2.57E-09,1.09E-06,0.47,0.68,-0.6931,-0.5326
9472,AKAP6,-6.580870146,4.68E-11,------,2.58E-09,1.10E-06,0.62,0.79,-0.6392,-0.5514
4704,NDUFA9,-6.575062483,4.86E-11,------,2.68E-09,1.14E-06,0.63,0.82,-0.6673,-0.502
379,ARL4D,-6.572640883,4.94E-11,--?---,2.72E-09,1.16E-06,0.71,0.81,-0.707,-0.5214
27439,CECR6,-6.571989328,4.96E-11,--?---,2.72E-09,1.17E-06,0.70,0.81,-0.69,-0.5946
54502,RBM47,6.570902112,5.00E-11,?+?+++,2.74E-09,1.18E-06,1.42,1.23,,
2308,FOXO1,6.56598036,5.17E-11,++++++,2.82E-09,1.22E-06,2.67,1.34,0.7157,0.5876
51477,ISYNA1,6.565665331,5.18E-11,++++++,2.82E-09,1.22E-06,1.77,1.31,,0.4443
90871,C9orf123,-6.564895972,5.21E-11,--?---,2.83E-09,1.23E-06,0.51,0.79,-0.6128,-0.4932
1960,EGR3,-6.564317461,5.23E-11,+-?---,2.83E-09,1.23E-06,0.59,0.79,-0.6614,-0.553
389185,,6.562730902,5.28E-11,???++?,2.85E-09,1.24E-06,2.19,1.72,,
10346,TRIM22,6.562559781,5.29E-11,++?+++,2.85E-09,1.24E-06,1.43,1.34,0.6444,0.4966
4208,MEF2C,-6.561583651,5.32E-11,------,2.87E-09,1.25E-06,0.42,0.73,-0.6523,-0.506
118788,PIK3AP1,6.559286514,5.41E-11,?+?+++,2.90E-09,1.27E-06,1.68,1.33,,
55240,STEAP3,6.55716747,5.48E-11,++?+++,2.94E-09,1.29E-06,1.39,1.19,0.5951,0.4633
55084,SOBP,-6.555535645,5.54E-11,--?---,2.96E-09,1.30E-06,0.74,0.86,-0.7091,-0.525
8542,APOL1,6.552362079,5.66E-11,???+++,3.02E-09,1.33E-06,1.21,1.18,,
1958,EGR1,-6.551509319,5.70E-11,-----+,3.03E-09,1.34E-06,0.50,0.73,-0.7055,-0.5325
54541,DDIT4,6.549493507,5.77E-11,++?+++,3.07E-09,1.36E-06,3.08,1.59,0.6907,0.5565
9589,WTAP,6.54885429,5.80E-11,-+++++,3.07E-09,1.36E-06,0.66,1.06,0.6526,0.5178
3109,HLA-DMB,6.546480716,5.89E-11,++++++,3.11E-09,1.39E-06,1.49,1.27,,
5201,PFDN1,-6.546092766,5.91E-11,--?---,3.12E-09,1.39E-06,0.61,0.85,-0.6168,-0.4992
51031,GLOD4,-6.545538637,5.93E-11,------,3.12E-09,1.39E-06,0.49,0.80,-0.6425,-0.5457
4500,MT1L,6.542404941,6.05E-11,???+++,3.18E-09,1.42E-06,1.99,1.46,0.6817,0.5497
5664,PSEN2,-6.538220303,6.23E-11,------,3.26E-09,1.46E-06,0.66,0.85,-0.6315,-0.5141
140689,CBLN4,-6.535397081,6.34E-11,--?---,3.32E-09,1.49E-06,0.43,0.65,-0.725,-0.5693
25804,LSM4,-6.534110364,6.40E-11,-----+,3.34E-09,1.51E-06,0.71,0.89,-0.6549,-0.5588
754,PTTG1IP,6.52886291,6.63E-11,++++++,3.45E-09,1.56E-06,1.87,1.33,0.7252,0.5922
1355,COX15,-6.521888957,6.94E-11,--?---,3.61E-09,1.63E-06,0.70,0.85,-0.6091,-0.465
79840,NHEJ1,6.520994852,6.98E-11,???++?,3.62E-09,1.64E-06,1.21,1.16,0.6124,0.5259
36,ACADSB,-6.518735014,7.09E-11,--?--?,3.67E-09,1.67E-06,0.69,0.78,,-0.4827
5306,PITPNA,-6.516955832,7.17E-11,------,3.70E-09,1.69E-06,0.72,0.86,-0.7082,-0.5646
441046,,-6.516768887,7.18E-11,???--+,3.70E-09,1.69E-06,0.76,0.88,,
83959,SLC4A11,6.515897602,7.23E-11,++?+++,3.71E-09,1.70E-06,1.82,1.34,0.5906,0.4952
55841,WWC3,6.514473352,7.29E-11,++++++,3.74E-09,1.72E-06,1.99,1.28,0.6692,0.5165
5122,PCSK1,-6.511131221,7.46E-11,------,3.82E-09,1.76E-06,0.23,0.55,-0.6867,-0.5606
10672,GNA13,6.50965525,7.53E-11,++++++,3.83E-09,1.77E-06,2.41,1.37,0.7184,0.5861
10413,YAP1,6.509315393,7.55E-11,++++++,3.83E-09,1.78E-06,2.92,1.39,0.6502,0.5334
1114,CHGB,-6.509258582,7.55E-11,------,3.83E-09,1.78E-06,0.31,0.60,-0.6565,-0.562
2563,GABRD,-6.509171821,7.56E-11,------,3.83E-09,1.78E-06,0.65,0.77,-0.6954,-0.603
84284,NTPCR,-6.508854858,7.57E-11,------,3.83E-09,1.78E-06,0.61,0.83,,
90271,LINC00263,6.50728998,7.65E-11,++?++?,3.86E-09,1.80E-06,1.51,1.29,,
7145,TNS1,6.506397154,7.70E-11,++?+++,3.88E-09,1.81E-06,2.17,1.37,0.6609,0.5602
10874,NMU,-6.50449706,7.80E-11,?-?---,3.92E-09,1.83E-06,0.55,0.77,-0.7224,-0.5221
706,TSPO,6.50016442,8.02E-11,++?+++,4.03E-09,1.89E-06,1.28,1.18,0.6746,0.5419
171489,SPANXE,6.497291083,8.18E-11,???++?,4.09E-09,1.92E-06,1.16,1.15,,
63916,ELMO2,-6.494368257,8.34E-11,--?---,4.16E-09,1.96E-06,0.84,0.90,-0.6078,-0.4872
63940,GPSM3,6.493886481,8.36E-11,?+?+++,4.16E-09,1.97E-06,1.59,1.25,0.6698,0.5441
10791,VAMP5,6.493864955,8.37E-11,++++++,4.16E-09,1.97E-06,1.42,1.20,0.6015,0.5162
4602,MYB,-6.493190759,8.40E-11,???---,4.17E-09,1.98E-06,0.80,0.88,-0.645,-0.5095
4582,MUC1,6.493093003,8.41E-11,++?+++,4.17E-09,1.98E-06,1.48,1.19,,0.4573
55332,DRAM1,6.491540634,8.50E-11,-+?+++,4.20E-09,2.00E-06,1.31,1.14,0.6374,0.4965
840,CASP7,6.490723665,8.54E-11,++?+++,4.21E-09,2.01E-06,1.71,1.33,0.6536,0.5164
2766,GMPR,6.49002501,8.58E-11,++++++,4.22E-09,2.02E-06,1.51,1.30,0.6414,0.5523
79960,PHF17,-6.489832523,8.59E-11,--?---,4.22E-09,2.02E-06,0.59,0.81,-0.6326,-0.5562
121268,RHEBL1,-6.489094576,8.64E-11,--?---,4.23E-09,2.03E-06,0.65,0.85,-0.712,-0.5703
55160,ARHGEF10L,6.487007674,8.76E-11,++?+++,4.28E-09,2.06E-06,1.76,1.19,,0.4477
1945,EFNA4,6.483829708,8.94E-11,???+++,4.37E-09,2.10E-06,1.37,1.19,0.6898,0.5729
2567,GABRG3,-6.483470931,8.96E-11,?-----,4.37E-09,2.11E-06,0.67,0.82,-0.6061,-0.5232
51123,ZNF706,-6.481922857,9.06E-11,--?---,4.40E-09,2.13E-06,0.74,0.86,,-0.4991
79041,TMEM38A,-6.479974085,9.17E-11,--?---,4.45E-09,2.16E-06,0.54,0.79,-0.6594,-0.5274
440982,,6.479045068,9.23E-11,???++?,4.47E-09,2.17E-06,1.25,1.20,,
1796,DOK1,6.477365021,9.33E-11,??++++,4.51E-09,2.20E-06,1.54,1.25,0.7006,0.5868
51284,TLR7,6.476102622,9.41E-11,++?+++,4.53E-09,2.21E-06,1.36,1.17,,
6646,SOAT1,6.476071388,9.41E-11,++?++-,4.53E-09,2.22E-06,1.28,1.17,0.6422,0.5532
55194,EVA1B,6.475404768,9.46E-11,+-++++,4.54E-09,2.22E-06,1.74,1.23,,
85014,TMEM141,-6.474880412,9.49E-11,------,4.55E-09,2.23E-06,0.69,0.87,-0.6867,-0.5856
387856,C12orf68,-6.469975245,9.80E-11,--?---,4.68E-09,2.31E-06,0.47,0.74,-0.6975,-0.5735
